item_id	tag
16178	[4483]
16179	[4537, 4538, 529295]
16180	[4483, 4537, 4538, 1070524]
16181	[4537]
16182	[4537]
16183	[]
16184	[4483, 5065, 581514]
16185	[]
16186	[106546, 1229821]
16187	[4537, 529295]
16188	[95987]
16189	[]
16190	[4537, 106546, 522484, 650659, 1229817]
16191	[4483, 4537]
16192	[4483, 106546, 127175, 1070524, 1225174]
16193	[4483, 4537, 106546]
16194	[4537, 4538, 5065]
16195	[4483]
16196	[4537, 5065]
16197	[4538, 447913]
16198	[4483]
16199	[4483, 4536, 447913]
16200	[4537, 1229821]
16201	[4537]
16202	[4483, 4537]
16203	[4483, 4537, 127175]
16204	[4483, 95987, 127175, 1229821]
16205	[4537]
16206	[4483, 4537, 1229821]
16207	[4483, 4537]
16208	[]
16209	[95987, 447913, 1070524, 1085065]
16210	[]
16211	[4537]
16212	[4538]
16213	[4483, 4537, 447913, 529295, 650659, 1085065]
16214	[4483, 447913]
16215	[]
16216	[4538, 106546, 127175]
16217	[]
16218	[4537, 127175]
16219	[4457, 4483, 4537, 106546, 447913, 1070524, 1085065, 1229820]
16220	[]
16221	[4483, 4537, 106546, 1070524]
16222	[4538]
16223	[4483, 4537, 4538, 1070524]
16224	[]
16225	[4483]
16226	[4537]
16227	[]
16228	[4483, 4537, 95987, 1229821]
16229	[4483, 4537, 650659]
16230	[4537, 95987]
16231	[4537]
16232	[4537, 4538, 106546, 127175, 447913, 522484, 529295, 1085065]
16233	[4483, 4537, 5065]
16234	[4483, 4537, 4538, 1070524]
16235	[4483, 4537, 522484]
16236	[4483, 4537]
16237	[95987, 106546]
16238	[4483, 4538, 529295]
16239	[]
16240	[]
16241	[]
16242	[4537, 95987, 127175, 529295, 1071165, 1229821]
16243	[4536, 4537]
16244	[4483, 4537, 529295, 581514, 1070524, 1085065]
16245	[]
16246	[]
16247	[]
16248	[106546, 1229817]
16249	[4483, 4537, 447913, 650659, 1229817]
16250	[]
16251	[4483]
16252	[1070524]
16253	[447913]
16254	[]
16255	[4483, 4537, 447913, 650659, 1229817]
16256	[4537]
16257	[4483]
16258	[4538]
16259	[1070524]
16260	[]
16261	[5065]
16262	[4483, 4537, 106546, 1070524]
16263	[4537, 1229817]
16264	[4537, 529295, 1070524]
16265	[106546, 127175, 522484, 1229821]
16266	[]
16267	[]
16268	[4537]
16269	[]
16270	[4483, 4537, 5065]
16271	[4483, 4537, 95987, 106546]
16272	[4483, 4537]
16273	[]
16274	[4537, 4538, 95987, 1070524]
16275	[4537]
16276	[4483]
16277	[4483, 4537]
16278	[4536, 4537]
16279	[4483, 4537]
16280	[4483]
16281	[95987, 127175, 529295]
16282	[]
16283	[4537, 127175]
16284	[4483, 106546, 447913, 1070524]
16285	[]
16286	[4537, 5065]
16287	[4538]
16288	[]
16289	[4537, 650659, 1070524]
16290	[4483, 4537]
16291	[4537]
16292	[4483]
16293	[4537, 5065]
16294	[447913]
16295	[4483, 4537]
16296	[4483, 4537, 106546, 529295]
16297	[4483]
16298	[4537, 106546, 529295, 650659]
16299	[4483, 4538, 106546, 127175, 522484, 650659, 1225174, 1229817, 1229820, 1229821]
16300	[4483, 4538, 5065]
16301	[4483, 4537, 529295]
16302	[4537]
16303	[529295]
16304	[]
16305	[4483, 4537]
16306	[4483, 4537]
16307	[4483, 4537, 106546, 1070524, 1225174]
16308	[4483, 4537]
16309	[]
16310	[4483, 4537, 106546, 447913, 650659, 1229817]
16311	[4483, 4536, 4537, 4538, 106546, 127175]
16312	[4537, 447913]
16313	[4537]
16314	[4483, 4537, 106546, 1070524]
16315	[4537]
16316	[4483, 1071165]
16317	[4537, 1229817, 1229821]
16318	[4483, 4537, 4538]
16319	[4537]
16320	[4483, 4537]
16321	[4537, 1225174]
16322	[4483]
16323	[4483, 4538]
16324	[4483]
16325	[]
16326	[]
16327	[4483, 4537, 5065]
16328	[4537, 447913]
16329	[4483, 4537]
16330	[4537, 4538, 447913]
16331	[4537]
16332	[447913]
16333	[4537, 447913, 1229821]
16334	[4537]
16335	[4483, 127175]
16336	[4483, 4537]
16337	[]
16338	[4537, 4538, 581514]
16339	[4483, 4537]
16340	[4483, 4537, 4538, 447913, 581514]
16341	[4483, 5065]
16342	[4483, 529295, 650659, 1071165]
16343	[4537, 650659]
16344	[4483, 4538]
16345	[4537, 1070524]
16346	[4483, 4537, 447913, 1229821]
16347	[4483]
16348	[]
16349	[4483, 4537, 529295]
16350	[]
16351	[4483, 4536, 4537, 529295, 650659, 1085065]
16352	[4536, 4537, 581514, 1070524]
16353	[4483, 4537, 4538]
16354	[4483, 1070524]
16355	[]
16356	[4483]
16357	[4537]
16358	[4483, 1229821]
16359	[4483]
16360	[4536, 4537, 1070524]
16361	[]
16362	[4483, 4537]
16363	[]
16364	[4483, 4537]
16365	[4537]
16366	[]
16367	[95987, 106546]
16368	[95987]
16369	[4483, 4537, 4538, 447913]
16370	[]
16371	[4483, 4537]
16372	[4483, 4537]
16373	[4483]
16374	[4537, 1070524]
16375	[]
16376	[4537]
16377	[4537, 447913, 529295, 1070524, 1085065]
16378	[]
16379	[4537]
16380	[]
16381	[4483, 4537, 447913, 581514, 650659]
16382	[127175]
16383	[4538]
16384	[]
16385	[]
16386	[]
16387	[4537, 1070524]
16388	[]
16389	[4537]
16390	[4483, 4537, 95987]
16391	[4483, 4538, 127175]
16392	[4483, 106546, 447913, 1070524]
16393	[4537, 522484, 1070524, 1085065]
16394	[4537]
16395	[95987, 106546, 522484]
16396	[4483]
16397	[4483, 4536, 4537, 1229817]
16398	[4537, 4538, 447913, 650659, 1084835]
16399	[4483, 4538]
16400	[4483]
16401	[4483, 4537]
16402	[4483, 4537]
16403	[]
16404	[4536, 4537, 1070524]
16405	[]
16406	[4483, 4536, 4537, 127175, 447913, 529295, 1229820]
16407	[4483, 4537]
16408	[4483, 4537]
16409	[4537]
16410	[4537, 106546, 1229821]
16411	[4537, 529295]
16412	[4457, 4537, 106546]
16413	[4457, 4537, 447913, 529295, 650659, 1070524, 1229817]
16414	[4483, 4537]
16415	[4483, 4537]
16416	[]
16417	[4537]
16418	[4537, 4538, 529295, 650659, 1085065]
16419	[4483, 4537, 4538]
16420	[4537, 581514]
16421	[4483, 4536, 4537, 106546, 447913, 650659]
16422	[]
16423	[5065]
16424	[]
16425	[4483, 4537]
16426	[4483, 4537]
16427	[4483]
16428	[]
16429	[4537, 95987, 650659, 1071165]
16430	[4483, 4537]
16431	[127175, 447913, 529295, 650659, 1229820]
16432	[]
16433	[4483, 4537, 1229821]
16434	[4537, 95987, 650659, 1071165, 1229817]
16435	[4537]
16436	[4537]
16437	[4483, 4538, 447913, 1229820, 1229821]
16438	[4537]
16439	[4538, 447913]
16440	[4483, 4537, 447913, 529295, 1070524]
16441	[4538, 95987, 106546, 529295]
16442	[4483, 106546]
16443	[]
16444	[]
16445	[4483, 4536, 4537, 4538, 1229821]
16446	[4483]
16447	[4537]
16448	[4483, 127175, 529295]
16449	[650659]
16450	[447913]
16451	[4483]
16452	[]
16453	[4483, 4537]
16454	[1070524]
16455	[4538, 106546]
16456	[4537, 106546, 447913, 522484, 650659, 1071165, 1229817]
16457	[]
16458	[4537, 95987, 650659, 1071165]
16459	[4483, 4537, 1070524]
16460	[4483, 4537, 1229817]
16461	[4537, 447913]
16462	[4537, 581514]
16463	[4537]
16464	[4483]
16465	[]
16466	[4537, 127175, 1229821]
16467	[4537, 95987, 1071165, 1229817]
16468	[4483, 4537]
16469	[4537]
16470	[4536, 4538, 127175]
16471	[4537, 1070524]
16472	[4537]
16473	[]
16474	[]
16475	[4483, 4537]
16476	[]
16477	[4536, 4537, 106546, 127175, 650659, 1070524]
16478	[4537, 650659]
16479	[4537, 127175, 529295, 650659, 1229819]
16480	[4483, 4537]
16481	[4483, 4536, 4537, 4538, 529295]
16482	[4537]
16483	[4536]
16484	[4537, 4538, 581514]
16485	[4483, 4537]
16486	[106546]
16487	[4537, 95987, 529295]
16488	[]
16489	[4483, 4537, 4538, 581514]
16490	[4537]
16491	[106546, 447913]
16492	[95987, 106546]
16493	[]
16494	[1229821]
16495	[4483, 4538]
16496	[4483, 4537]
16497	[4483, 4537, 529295, 1225174]
16498	[4537]
16499	[4537, 127175, 650659, 1071165]
16500	[4483]
16501	[4483]
16502	[4537, 650659]
16503	[4483, 4537, 1085065]
16504	[5065]
16505	[4483]
16506	[4483, 106546, 1070524]
16507	[4537]
16508	[581514]
16509	[5065]
16510	[]
16511	[4537]
16512	[4483, 4537]
16513	[4483, 4537]
16514	[4483, 127175, 1229817]
16515	[4483, 4537]
16516	[4537]
16517	[4483, 4537]
16518	[4537, 4538]
16519	[4483, 4537]
16520	[4537, 529295]
16521	[4483, 4537, 95987, 522484, 1071165]
16522	[4483]
16523	[4537, 4538, 106546, 127175, 529295, 581514, 650659]
16524	[4537, 4538, 581514, 1229821]
16525	[4483, 4537, 106546, 447913, 1070524, 1085065, 1229821]
16526	[4483, 4537]
16527	[447913]
16528	[4483, 4537]
16529	[]
16530	[4537, 1229818]
16531	[]
16532	[1070524]
16533	[]
16534	[]
16535	[4537, 4538]
16536	[4537, 4538, 581514, 1084835]
16537	[4483, 4538, 529295]
16538	[4483, 4537]
16539	[4483, 4537, 529295]
16540	[]
16541	[4537, 106546, 127175, 650659, 1229821]
16542	[4537, 5065, 106546]
16543	[4483, 4538]
16544	[1229821]
16545	[95987, 106546, 127175, 522484, 529295, 1229819, 1229821]
16546	[4483, 4537, 4538]
16547	[4537, 447913]
16548	[4537]
16549	[4538]
16550	[4537]
16551	[95987, 106546]
16552	[4537]
16553	[]
16554	[4483, 4536, 4537]
16555	[4483, 4537, 127175, 447913, 650659, 1070524]
16556	[1070524]
16557	[4483, 4537]
16558	[]
16559	[4537, 106546, 529295, 1229821]
16560	[4537, 95987, 522484, 1229817, 1229821]
16561	[]
16562	[]
16563	[4483, 4537, 5065]
16564	[4537]
16565	[4483, 529295]
16566	[4537]
16567	[]
16568	[4537]
16569	[4537]
16570	[4483, 4537]
16571	[]
16572	[4483, 127175, 522484, 1229821]
16573	[4483, 4537, 1070524]
16574	[4536]
16575	[4537]
16576	[4537]
16577	[4483]
16578	[4483, 4537, 106546, 1070524, 1085065]
16579	[4483]
16580	[4538]
16581	[1229817]
16582	[4483, 4536, 1071165]
16583	[4483]
16584	[4537, 95987]
16585	[4483, 106546]
16586	[4483, 4538]
16587	[4483]
16588	[4537]
16589	[4483, 4537, 106546, 650659, 1229821]
16590	[4483, 4537, 1070524]
16591	[4483, 4537]
16592	[4483, 4537]
16593	[4483, 529295, 1070524]
16594	[4483, 4537]
16595	[]
16596	[]
16597	[]
16598	[4537, 106546, 581514]
16599	[4537, 4538, 447913]
16600	[4537, 650659, 1070524]
16601	[4483]
16602	[4483, 4537]
16603	[]
16604	[4457, 529295]
16605	[1070524]
16606	[4537, 127175]
16607	[]
16608	[]
16609	[]
16610	[4483, 522484, 529295]
16611	[4483, 4537]
16612	[4483, 4537, 1070524]
16613	[4483, 4537, 106546, 1070524]
16614	[]
16615	[4483, 127175, 529295]
16616	[]
16617	[]
16618	[4537]
16619	[]
16620	[4537, 4538]
16621	[4483, 106546, 447913, 650659, 1085065]
16622	[]
16623	[4537, 4538]
16624	[4483, 4537]
16625	[]
16626	[4537]
16627	[]
16628	[650659]
16629	[4483]
16630	[4483]
16631	[]
16632	[4483, 4537, 95987, 1070524]
16633	[4537, 447913, 529295, 1085065]
16634	[4537]
16635	[4483]
16636	[4483]
16637	[4483, 4537]
16638	[4483, 4537]
16639	[4483]
16640	[4483, 4537, 1229821]
16641	[4483, 4536, 1229817]
16642	[4483, 4537, 4538, 529295]
16643	[4483, 1229821]
16644	[4483, 4537]
16645	[]
16646	[95987, 522484]
16647	[4483, 4537, 529295, 1085065]
16648	[4483, 4537]
16649	[4537]
16650	[4483]
16651	[1229817]
16652	[4483, 4537]
16653	[4537]
16654	[1229821]
16655	[]
16656	[4483, 650659]
16657	[4483, 4537, 4538, 1229817]
16658	[4483, 4537, 447913, 529295]
16659	[]
16660	[4537, 4538, 650659]
16661	[4483, 4537, 1070524]
16662	[106546, 1070524]
16663	[]
16664	[4483, 4537]
16665	[4483, 4537, 1070524]
16666	[4537, 106546, 127175, 650659, 1070524, 1229817]
16667	[4483, 4537]
16668	[4483, 4537]
16669	[4538, 529295, 1085065]
16670	[4537, 127175]
16671	[4483, 4537, 106546]
16672	[4457, 4483, 4537, 106546, 447913, 1070524, 1229821]
16673	[4483]
16674	[4483, 4537, 447913]
16675	[4483, 4536, 4537]
16676	[4483, 4537]
16677	[4483, 4537, 4538, 1229821]
16678	[4483, 4537]
16679	[4538, 447913]
16680	[4483, 4537, 4538]
16681	[4483, 4537]
16682	[4483, 4537, 4538]
16683	[4457, 529295]
16684	[4483, 4537, 4538]
16685	[4483]
16686	[4483, 4537]
16687	[]
16688	[4537]
16689	[]
16690	[4537, 447913]
16691	[]
16692	[4537, 106546, 447913, 650659, 1229817]
16693	[4537, 529295, 1070524, 1085065]
16694	[4483, 4537, 1085065]
16695	[]
16696	[4537, 5065]
16697	[4483, 106546, 447913, 1085065]
16698	[4537]
16699	[447913, 529295, 1229817]
16700	[4537, 106546, 127175, 1070524]
16701	[]
16702	[]
16703	[4483, 4537]
16704	[4538]
16705	[]
16706	[4483, 4537, 95987, 1071165]
16707	[4483, 4537]
16708	[4483, 4537, 4538]
16709	[4537]
16710	[529295]
16711	[4537, 529295, 1070524]
16712	[4537]
16713	[4537, 4538, 1229817]
16714	[4483]
16715	[]
16716	[4483, 4537, 4538, 447913, 529295, 650659]
16717	[4537, 127175]
16718	[]
16719	[4483, 4536, 4537, 5065, 529295, 581514, 650659, 1085065, 1229817]
16720	[4537]
16721	[]
16722	[4537, 4538, 1229821]
16723	[4483, 4537, 4538, 95987, 127175, 522484]
16724	[]
16725	[]
16726	[4537]
16727	[4483]
16728	[4483, 4538, 106546]
16729	[4537, 95987, 529295, 648819]
16730	[4537]
16731	[4483, 4537, 106546, 127175, 650659]
16732	[529295]
16733	[106546, 529295, 650659]
16734	[4483, 4537]
16735	[4483, 4538]
16736	[4483, 106546, 447913, 650659, 1070524, 1225174]
16737	[4537]
16738	[]
16739	[4537, 5065, 529295]
16740	[4537, 4538, 529295]
16741	[]
16742	[4483, 4538, 650659]
16743	[4483, 4537]
16744	[]
16745	[]
16746	[4483]
16747	[]
16748	[4537]
16749	[4483, 4537]
16750	[4483, 1225174]
16751	[106546, 522484, 650659]
16752	[4537, 106546, 127175, 522484]
16753	[]
16754	[]
16755	[4537]
16756	[4537]
16757	[4483, 4537]
16758	[4483, 4537, 95987]
16759	[4537]
16760	[4537]
16761	[4537, 95987]
16762	[4537]
16763	[4537, 4538]
16764	[4483, 4537]
16765	[4483, 4537, 106546, 1070524]
16766	[106546]
16767	[4483]
16768	[]
16769	[529295]
16770	[4537]
16771	[4483]
16772	[]
16773	[]
16774	[4537, 1070524]
16775	[4483, 4537, 106546, 447913]
16776	[4537, 529295]
16777	[4538]
16778	[4537]
16779	[4483]
16780	[4483, 4537]
16781	[4537, 447913]
16782	[]
16783	[]
16784	[4537, 106546, 650659, 1070524]
16785	[4537]
16786	[]
16787	[4483, 5065, 106546, 127175, 581514, 1070524, 1229821]
16788	[4483, 127175, 447913, 581514, 650659]
16789	[]
16790	[4483, 4537, 4538]
16791	[4483, 4537, 4538, 95987]
16792	[581514]
16793	[4537]
16794	[]
16795	[4537]
16796	[4483, 4537, 1070524]
16797	[4483, 4537, 106546, 127175, 1070524]
16798	[4483, 4537, 4538, 447913]
16799	[4537]
16800	[4537]
16801	[4537, 95987, 650659, 1071165]
16802	[4483, 4537, 106546, 1070524]
16803	[4537, 4538]
16804	[4537, 95987, 522484]
16805	[4483, 4537, 4538]
16806	[4483]
16807	[4483, 5065]
16808	[4483, 4538, 95987]
16809	[4483, 4537]
16810	[4483, 4537, 5065]
16811	[]
16812	[4483, 4537, 95987]
16813	[4483, 4537, 5065]
16814	[5065]
16815	[4483, 4537]
16816	[4483, 522484]
16817	[4537, 95987, 522484]
16818	[4483, 4537]
16819	[5065]
16820	[4483, 4537, 4538]
16821	[4537, 5065]
16822	[4483, 581514, 650659, 1229821]
16823	[4537, 581514]
16824	[4537, 1070524]
16825	[4483]
16826	[4483, 4537]
16827	[4537]
16828	[4483, 4537]
16829	[4483, 4537]
16830	[4537]
16831	[4537]
16832	[4538, 95987, 127175, 529295]
16833	[4483]
16834	[4483, 4537]
16835	[4483, 4537, 106546, 127175, 650659]
16836	[447913, 1071165]
16837	[1070524]
16838	[4537, 1229821]
16839	[4537, 1070524]
16840	[4538, 5065]
16841	[4483, 5065]
16842	[4537]
16843	[4483, 4537]
16844	[4483, 4538]
16845	[4537]
16846	[4537]
16847	[4483, 4537]
16848	[4483]
16849	[]
16850	[4483]
16851	[4483, 4537]
16852	[4483, 4536, 4537]
16853	[4483, 4537, 1229821]
16854	[]
16855	[4483, 4537, 581514]
16856	[4483]
16857	[4483, 4537]
16858	[4483, 4537, 4538]
16859	[4537, 1070524]
16860	[]
16861	[4483, 4537, 4538]
16862	[4537, 4538, 581514]
16863	[]
16864	[4483, 4537]
16865	[4457, 4483, 4537, 1070524]
16866	[4483]
16867	[4483]
16868	[4538]
16869	[4483]
16870	[4536, 1070524]
16871	[]
16872	[4483, 4537]
16873	[]
16874	[4537, 106546, 447913, 650659, 1070524]
16875	[4537, 4538, 529295]
16876	[4483]
16877	[]
16878	[447913]
16879	[4483]
16880	[4483, 4537, 106546, 127175, 581514, 1070524, 1225174, 1229817]
16881	[4537]
16882	[4537]
16883	[4483, 4537, 95987]
16884	[4483, 4537]
16885	[4483, 1070524]
16886	[]
16887	[4537]
16888	[4483, 1070524]
16889	[4537, 447913, 650659]
16890	[4537]
16891	[4537, 106546, 447913]
16892	[4537, 447913, 1070524, 1085065]
16893	[4537]
16894	[4537, 1229821]
16895	[]
16896	[]
16897	[4537, 1225174, 1229821]
16898	[4483, 529295]
16899	[4537, 127175]
16900	[4483, 4537]
16901	[4537]
16902	[4483, 4537]
16903	[4537]
16904	[4536, 106546, 650659]
16905	[529295, 1071165]
16906	[4537]
16907	[]
16908	[4483, 4537, 4538, 447913]
16909	[4538]
16910	[4537, 4538, 5065]
16911	[4537, 4538]
16912	[4483, 4537, 95987]
16913	[]
16914	[4537, 1070524]
16915	[4483, 4537]
16916	[4537]
16917	[4483, 4537]
16918	[4483]
16919	[4483, 4538, 127175]
16920	[4483]
16921	[4537, 522484, 581514, 1070524]
16922	[4537, 106546]
16923	[4483]
16924	[4483]
16925	[]
16926	[4483, 4537]
16927	[4537, 1229821]
16928	[4483, 4537, 95987]
16929	[127175, 529295, 1229819]
16930	[4483, 4537]
16931	[]
16932	[]
16933	[]
16934	[]
16935	[4483]
16936	[4537, 106546]
16937	[4483]
16938	[4483, 4537]
16939	[4537]
16940	[4537]
16941	[4483, 4537, 1070524]
16942	[4537, 4538]
16943	[]
16944	[4483]
16945	[4537, 529295]
16946	[4537, 4538]
16947	[]
16948	[]
16949	[4537, 529295]
16950	[4537]
16951	[4457, 4537, 106546, 127175, 447913, 650659, 1085065]
16952	[4483, 4537, 4538]
16953	[4538, 106546, 127175]
16954	[4537]
16955	[4483, 4537, 1070524]
16956	[4537]
16957	[4457, 4537, 106546, 447913, 1070524]
16958	[4483, 4537, 4538]
16959	[4537, 529295]
16960	[4483, 4538]
16961	[4537, 106546, 127175, 447913, 1070524]
16962	[4457, 4537, 106546, 447913, 1070524]
16963	[]
16964	[]
16965	[4537, 95987, 522484, 529295, 1070524]
16966	[4483, 4537, 95987, 106546, 447913, 650659, 1229817]
16967	[4537]
16968	[4537]
16969	[4483, 4537, 447913]
16970	[4537]
16971	[447913, 650659, 1229817]
16972	[4483, 4537, 447913]
16973	[4537, 1070524]
16974	[1070524]
16975	[4483, 4537, 1229821]
16976	[4483, 4537, 5065]
16977	[4483, 4537]
16978	[4537]
16979	[4537]
16980	[4537, 529295, 581514]
16981	[4483]
16982	[4537]
16983	[4537]
16984	[4537]
16985	[4483]
16986	[4537]
16987	[4537, 127175, 529295, 650659, 1070524]
16988	[]
16989	[4537, 4538]
16990	[4483, 127175]
16991	[1071165]
16992	[4537]
16993	[]
16994	[4483, 4537]
16995	[4537, 4538]
16996	[4537, 106546, 1070524]
16997	[529295, 1070524]
16998	[4483, 4537]
16999	[]
17000	[529295]
17001	[4483, 4537, 106546, 650659, 1085065]
17002	[4483, 106546, 447913, 1070524]
17003	[4483, 4537, 106546, 1070524]
17004	[4483]
17005	[]
17006	[]
17007	[4537, 529295]
17008	[4483, 4537]
17009	[4457, 4483, 106546, 447913, 1070524]
17010	[4483, 4537]
17011	[4483, 4537, 95987, 106546, 447913, 581514, 650659]
17012	[4483, 4537]
17013	[4483, 1070524]
17014	[4538, 127175]
17015	[4483, 4537, 447913, 581514, 650659]
17016	[4537]
17017	[4457, 4537, 447913, 581514, 650659]
17018	[4537, 1085065]
17019	[4537, 529295, 581514]
17020	[4537, 127175, 1229821]
17021	[4483, 650659, 1070524]
17022	[4483, 4537]
17023	[4483]
17024	[4483, 127175, 529295, 1229819]
17025	[4483, 4537, 1085065, 1229821]
17026	[95987, 106546, 529295, 1229817]
17027	[]
17028	[4483, 4537, 4538, 5065]
17029	[4536, 4537, 106546, 127175, 447913, 1070524]
17030	[4537, 4538]
17031	[4483]
17032	[]
17033	[4537]
17034	[]
17035	[4483]
17036	[]
17037	[4483, 4537, 5065, 650659]
17038	[4537]
17039	[4537]
17040	[4483, 4537, 529295, 650659, 1070524]
17041	[]
17042	[4537, 529295]
17043	[4457, 95987, 106546, 650659]
17044	[4483, 4538]
17045	[1229821]
17046	[4536]
17047	[4537, 447913]
17048	[4537]
17049	[4483, 4537]
17050	[4483, 4537]
17051	[4483, 4537]
17052	[]
17053	[4483, 581514]
17054	[4483, 4537, 4538, 529295]
17055	[4537, 1070524]
17056	[]
17057	[4537]
17058	[4483]
17059	[4538, 1070524, 1071165]
17060	[4483, 4537, 4538, 447913, 1070524]
17061	[4536, 4537]
17062	[4537]
17063	[4483, 4537, 106546, 1070524]
17064	[]
17065	[4483, 4537, 1070524, 1085065]
17066	[]
17067	[4537]
17068	[4537]
17069	[4483, 4538]
17070	[4483, 4537, 4538, 106546, 529295]
17071	[4536, 4537]
17072	[4537, 4538]
17073	[4537, 4538, 529295]
17074	[4537, 4538]
17075	[4537, 95987, 106546, 1070524]
17076	[4537]
17077	[4483, 4537]
17078	[]
17079	[]
17080	[4537]
17081	[]
17082	[4537, 447913]
17083	[4457, 127175, 1229821]
17084	[4483, 4537, 1070524]
17085	[4537, 95987, 447913]
17086	[4537]
17087	[4483, 4537, 106546, 1225174]
17088	[1071165]
17089	[4536]
17090	[4483, 4537, 127175, 447913, 650659, 1085065]
17091	[]
17092	[4483, 4537]
17093	[4483]
17094	[4536]
17095	[4483]
17096	[4483, 4537, 4538]
17097	[]
17098	[4537]
17099	[4537, 529295]
17100	[1180168]
17101	[]
17102	[4483, 4537]
17103	[4537]
17104	[]
17105	[4537]
17106	[4483]
17107	[4537, 106546, 650659, 1070524, 1225174]
17108	[95987, 106546, 529295, 1229817]
17109	[4483]
17110	[4483, 95987]
17111	[4483, 4537]
17112	[4483, 127175, 447913, 650659]
17113	[4483]
17114	[]
17115	[]
17116	[]
17117	[95987, 106546]
17118	[581514, 1070524]
17119	[4537, 1070524]
17120	[4537, 529295, 650659, 1070524]
17121	[4537]
17122	[4483, 4537, 127175]
17123	[4537, 1070524]
17124	[4483, 4537]
17125	[4483, 4537, 106546, 650659]
17126	[4537, 650659]
17127	[1070524]
17128	[]
17129	[4538]
17130	[127175]
17131	[4483, 106546, 650659, 1085065, 1229821]
17132	[4483]
17133	[4483, 4537]
17134	[95987]
17135	[4537, 4538, 522484]
17136	[4537, 95987, 529295]
17137	[5065]
17138	[4537]
17139	[]
17140	[4483]
17141	[4483, 4537, 4538, 106546]
17142	[4537]
17143	[4483]
17144	[4537, 5065]
17145	[1070524]
17146	[]
17147	[127175]
17148	[4483, 4537]
17149	[5065]
17150	[4483, 4537, 5065]
17151	[4537]
17152	[4537, 106546, 650659, 1229821]
17153	[4483, 4537, 106546, 127175, 650659, 1225174]
17154	[4537]
17155	[]
17156	[4483, 4537]
17157	[4537, 1085065]
17158	[]
17159	[4537, 447913, 529295]
17160	[4483, 4538]
17161	[]
17162	[]
17163	[]
17164	[]
17165	[]
17166	[]
17167	[4537]
17168	[4483, 4538]
17169	[4537, 95987, 529295]
17170	[]
17171	[4483, 4537, 4538]
17172	[4483, 447913]
17173	[]
17174	[4483, 4537, 5065]
17175	[4537, 4538, 106546, 529295, 1229821]
17176	[4483, 4537, 95987, 529295]
17177	[650659]
17178	[4537]
17179	[4537]
17180	[4483, 4537, 95987, 106546, 127175, 529295, 1229818]
17181	[]
17182	[4483]
17183	[1229821]
17184	[4537, 4538, 95987]
17185	[4483]
17186	[4537]
17187	[]
17188	[4537]
17189	[4537]
17190	[4483]
17191	[4537, 650659, 1070524]
17192	[4538, 1229821]
17193	[529295, 1229821]
17194	[4537, 447913]
17195	[]
17196	[1070524]
17197	[4483, 4537]
17198	[4537]
17199	[4483, 4537]
17200	[]
17201	[581514]
17202	[4538, 5065]
17203	[4483, 4536, 650659]
17204	[4537]
17205	[4537]
17206	[4483]
17207	[4483]
17208	[4483, 4537]
17209	[4538]
17210	[4483]
17211	[4537]
17212	[4483, 106546, 127175, 447913, 650659, 1229821]
17213	[4537, 5065]
17214	[4483]
17215	[4537]
17216	[4483, 4537, 127175]
17217	[4483, 4537]
17218	[]
17219	[]
17220	[]
17221	[4537]
17222	[4483, 4537]
17223	[4457, 4537, 106546, 1070524]
17224	[4537, 447913]
17225	[]
17226	[4483, 4537]
17227	[]
17228	[4483, 4537, 4538]
17229	[4483]
17230	[4483, 4537, 1070524, 1229820]
17231	[1070524]
17232	[4537, 106546, 581514, 1070524]
17233	[4483, 529295]
17234	[4483, 106546, 447913, 1070524]
17235	[4457, 4537, 447913, 529295, 650659, 1070524, 1085065]
17236	[4537, 529295]
17237	[4483, 4537, 4538]
17238	[127175]
17239	[4537]
17240	[4537]
17241	[4537, 529295]
17242	[4537, 127175]
17243	[4483, 4537]
17244	[529295, 1229817]
17245	[4537]
17246	[4483, 4537]
17247	[4483, 4537]
17248	[4537]
17249	[4537]
17250	[4483, 4537, 4538]
17251	[4537, 95987]
17252	[1070524]
17253	[4483, 4538, 127175, 447913, 650659, 1071165]
17254	[4483, 4537, 1085065]
17255	[4483, 4537, 4538]
17256	[4483, 4537, 95987, 127175]
17257	[4537]
17258	[4483, 4537, 4538]
17259	[4537]
17260	[]
17261	[4483, 4537]
17262	[4538]
17263	[4537, 529295]
17264	[4483, 4538, 529295]
17265	[]
17266	[]
17267	[]
17268	[4537, 95987]
17269	[4483]
17270	[4483, 4537, 4538]
17271	[4483, 4537]
17272	[4483]
17273	[]
17274	[4483, 4537, 106546, 1070524]
17275	[4483, 4537]
17276	[4483, 4537, 4538]
17277	[4483]
17278	[4483, 95987, 106546, 447913]
17279	[4483, 4537]
17280	[4537]
17281	[4537]
17282	[4483, 4537, 4538]
17283	[4538, 95987, 106546]
17284	[4483]
17285	[4483, 4537, 1070524]
17286	[4537, 95987]
17287	[4483, 4538, 529295]
17288	[4537]
17289	[4483, 4537, 106546, 127175, 1070524, 1225174]
17290	[4536, 1070524]
17291	[4483, 4536, 4537, 95987, 522484]
17292	[4537, 106546, 127175, 1070524, 1229817]
17293	[4483]
17294	[4538, 650659, 1070524]
17295	[4483, 4537]
17296	[4483, 650659]
17297	[4457]
17298	[4483]
17299	[]
17300	[]
17301	[4483, 4537, 106546, 1085065]
17302	[]
17303	[]
17304	[]
17305	[4483, 4537]
17306	[4483, 4537, 4538]
